""	"Blank1"	"Blank2"	"p35m.-4C.0d"	"p35m.-4C.180d"	"p35m.-4C.30d"	"p35m.-4C.7d"	"p35m.12C.0d"	"p35m.12C.180d"	"p35m.12C.30d"	"p35m.12C.7d"	"p35m.4C.0d"	"p35m.4C.180d"	"p35m.4C.30d"	"p35m.4C.7d"	"p54m.-4C.0d"	"p54m.-4C.180d"	"p54m.-4C.30d"	"p54m.-4C.7d"	"p54m.12C.0d"	"p54m.12C.180d"	"p54m.12C.30d"	"p54m.12C.7d"	"p54m.4C.0d"	"p54m.4C.180d"	"p54m.4C.30d"	"p54m.4C.7d"	"p83m.-4C.0d"	"p83m.-4C.180d"	"p83m.-4C.30d"	"p83m.-4C.7d"	"p83m.12C.0d"	"p83m.12C.180d"	"p83m.12C.30d"	"p83m.12C.7d"	"p83m.4C.0d"	"p83m.4C.180d"	"p83m.4C.30d"	"p83m.4C.7d"	"pUS.12C.0d"	"pUS.12C.180d"	"pUS.12C.30d"	"pUS.12C.7d"
"ASV_117"	0	0	36	33	40	72	0	0	55	57	37	0	0	22	18	0	0	0	0	0	0	0	0	0	66	0	0	0	0	14	32	0	89	9	12	0	0	16	1919	1449	1148	980
"ASV_118"	0	0	0	0	0	0	0	0	0	0	0	105	3037	0	0	0	13	0	0	0	2479	0	0	0	0	0	0	135	0	20	59	0	83	0	0	0	124	0	13	0	13	0
"ASV_119"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	28	0	49	0	38	0	0	0	1815	1476	1642	981
"ASV_120"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1668	1736	1546	1068
"ASV_121"	0	0	0	0	187	0	116	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	449	169	1015	881	0	0	203	380	0	1796	397	0	0	0	0
"ASV_122"	0	0	382	423	457	128	467	67	699	244	492	32	229	327	0	0	0	0	0	0	0	0	0	0	0	0	57	184	0	260	317	11	208	98	139	0	590	160	0	0	0	0
"ASV_123"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	214	270	635	401	0	232	280	366	0	342	136	336	569	0	649	0	0	0	0	0	0	0	1030	105	59	132	54
"ASV_124"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	2223	1009	1093	1602
"ASV_125"	0	0	74	280	0	176	540	66	354	290	433	22	225	97	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	353	647	0	172	266	310	0	1243	116	0	0	0	0
"ASV_126"	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	11	0	0	9	0	1672	1451	1491	1126
"ASV_127"	0	0	72	0	0	230	615	79	534	301	570	0	121	63	0	361	131	0	0	0	99	0	0	16	440	55	246	326	439	193	65	0	118	68	25	0	144	300	0	0	0	0
"ASV_128"	0	0	352	364	676	741	616	91	592	369	591	62	559	229	0	0	0	0	0	0	0	0	0	0	0	0	17	40	0	0	75	0	46	105	27	0	40	0	0	0	0	0
"ASV_129"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1690	1589	0	0	2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_130"	0	0	344	335	198	536	960	120	587	501	640	92	629	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_131"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	393	324	71	14	0	192	0	0	0	494	194	294	783	53	231	149	0	0	0	0	0	239	165	521	158	377	643
"ASV_132"	0	0	324	56	80	90	182	40	74	50	144	0	48	72	0	0	0	0	0	0	0	0	0	0	0	0	277	248	0	518	526	19	122	426	463	37	891	658	0	0	0	0
"ASV_133"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	254	198	385	669	29	347	672	237	0	1146	356	260	179	121	95
"ASV_134"	0	0	70	0	138	0	101	31	263	126	122	12	0	0	0	0	16	11	0	0	0	0	0	0	0	0	12	0	0	0	33	0	0	19	40	0	55	105	1668	607	739	1099
"ASV_135"	0	0	0	149	0	0	86	11	138	62	91	0	179	104	0	0	0	0	0	0	0	0	0	0	0	0	456	605	168	402	625	10	200	426	249	0	1027	264	0	0	0	0
"ASV_136"	0	0	284	574	565	92	757	128	495	325	621	102	799	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
"ASV_137"	0	0	102	0	0	0	369	48	346	340	415	13	0	0	0	22	0	0	0	0	15	0	0	0	134	0	12	242	0	147	433	38	564	565	100	64	1106	131	0	0	0	0
"ASV_138"	0	0	331	532	473	392	739	0	538	269	412	0	396	367	0	0	0	0	0	0	0	0	0	0	0	0	54	138	0	94	0	0	192	125	0	0	47	85	0	0	0	0
"ASV_139"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	861	954	550	327	18	59	273	0	30	586	544	0	0	0	0
"ASV_140"	0	0	138	100	0	0	177	23	154	96	125	0	130	280	40	79	0	0	29	0	0	0	0	0	0	0	0	304	0	548	423	0	184	329	254	0	610	216	326	58	108	304
"ASV_141"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	386	0	360	575	0	628	903	364	19	992	349	0	0	0	0
"ASV_142"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1763	1208	1011	947
"ASV_143"	0	0	247	530	396	347	871	97	448	469	624	30	468	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
"ASV_144"	0	0	54	74	180	169	190	27	87	98	124	0	105	44	0	0	0	0	0	0	0	0	0	0	0	0	159	413	203	311	442	27	579	396	93	0	951	187	0	0	0	0
"ASV_145"	0	0	210	206	217	318	610	179	865	826	672	53	216	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_146"	0	0	0	280	109	122	204	0	0	100	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	614	534	465	171	0	215	150	70	0	327	329	0	0	0	0
"ASV_147"	0	0	131	149	315	246	412	50	400	329	348	0	246	159	0	0	0	0	0	0	0	0	0	0	0	0	46	195	0	150	190	0	175	424	94	39	254	236	0	0	0	0
"ASV_148"	0	0	0	0	0	125	0	0	0	0	0	0	0	0	497	726	277	889	391	0	0	589	414	0	0	362	232	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_149"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	56	0	1457	1016	1063	864
"ASV_150"	0	0	0	0	0	80	122	0	71	0	0	0	0	0	0	151	57	0	0	0	0	0	0	0	67	67	45	0	0	69	0	0	0	0	0	0	0	78	1398	584	665	1079
"ASV_151"	0	0	408	490	296	479	688	106	570	246	273	55	563	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_152"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3547	0	0	0	0	0	0	5	0	0	47	0	841	0	0	0	0	0	0
"ASV_153"	0	0	532	794	308	179	518	65	518	152	485	75	338	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	80	0	0	0	0	0	0	0	0	0
"ASV_154"	0	0	29	0	0	117	0	0	0	0	0	0	116	72	0	0	0	0	0	0	0	0	0	0	36	0	311	599	629	636	126	0	55	37	184	15	461	960	0	0	0	0
"ASV_155"	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	835	127	614	282	0	53	166	153	0	371	1154	0	0	0	0
"ASV_156"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	1031	792	141	58	0	460	23	0	38	854	658	0	46	67	43	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_157"	0	0	138	82	100	134	114	0	0	0	118	0	148	63	0	0	0	0	0	0	0	0	0	0	0	0	542	500	75	356	403	17	210	375	143	49	607	169	0	0	0	0
"ASV_158"	0	0	128	0	37	63	217	43	95	172	0	0	133	207	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	65	0	0	0	0	0	984	719	705	686
"ASV_159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	1334	1453	924	558
"ASV_160"	0	0	0	0	0	0	0	0	1268	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	53	0	66	298	0	314	914	0	79	319	46	0	0	0	0
"ASV_161"	0	0	407	73	404	127	833	174	553	481	851	49	176	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_162"	0	0	337	121	98	0	200	0	145	0	74	0	93	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	117	791	1002	129	55	480	0	0	0	0	0
"ASV_163"	0	0	0	0	0	0	0	0	23	11	0	0	27	54	46	254	101	52	17	0	55	0	0	0	182	0	0	9	0	0	7	0	52	0	12	0	0	12	1264	475	724	835
"ASV_164"	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	544	274	542	320	33	134	181	173	0	636	539	0	0	0	0
"ASV_165"	0	0	0	132	0	0	0	0	33	65	0	0	0	0	0	220	96	0	0	0	385	0	0	14	210	148	219	323	381	607	118	0	0	0	267	0	278	685	0	0	0	0
"ASV_166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	9	0	0	0	0	0	0	0	0	0	161	225	147	142	86	0	0	93	77	5	215	190	1022	743	493	446
"ASV_167"	0	0	0	98	0	0	140	0	99	46	113	0	101	0	92	303	0	0	0	0	0	0	0	0	132	0	111	0	0	58	0	0	316	0	118	0	0	37	1132	417	536	291
"ASV_168"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	19	0	0	0	0	0	0	0	0	0	0	19	0	0	47	20	0	0	18	0	1395	770	868	963
"ASV_169"	0	0	366	208	204	73	504	77	662	211	442	30	408	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	195	236	0	19	128	0	0	0	0	0
"ASV_170"	0	0	226	405	310	154	524	56	287	174	542	32	328	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	83	0	212	208	30	0	161	0	0	0	0	0
"ASV_171"	0	0	302	330	178	267	447	50	481	345	219	32	270	221	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	210	87	0	0	220	0	0	166	127	0	0	0	0
"ASV_172"	0	0	263	525	294	312	421	60	421	340	307	37	335	433	0	0	14	0	0	0	0	0	0	0	50	0	38	65	0	0	0	0	0	43	0	0	35	71	0	0	0	0
"ASV_173"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	996	1059	1167	824
"ASV_174"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4041	0	0	0	0	0	0	0	0	0	0
"ASV_175"	0	0	249	215	133	108	316	65	304	252	238	0	202	141	0	0	0	0	0	0	62	0	0	0	0	0	0	182	0	146	230	0	102	200	149	0	595	124	0	0	0	0
"ASV_176"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	333	658	232	531	20	184	565	121	23	696	143	0	0	0	0
"ASV_177"	0	0	52	0	0	0	55	25	22	0	0	0	20	0	0	82	0	0	0	0	0	0	0	0	47	0	0	0	0	160	38	0	335	0	43	0	74	68	36	489	1075	1367
"ASV_178"	0	0	103	104	0	38	193	0	53	68	88	0	95	80	22	470	150	0	0	0	65	0	0	11	221	106	270	367	88	237	146	0	79	57	183	0	424	257	0	0	0	0
"ASV_179"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	107	49	137	0	0	0	0	0	0	0	0	0	0	0	0	59	333	1938	635	0	314	290	0	0	0	0	0
"ASV_180"	0	0	0	0	0	0	0	410	0	0	0	358	0	0	0	0	0	0	0	2785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	31	23	0
"ASV_181"	0	0	220	325	381	247	490	53	437	408	442	33	337	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
"ASV_182"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1233	1253	704	468
"ASV_183"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	804	191	470	237	0	0	92	161	0	439	606	0	0	0	0
"ASV_184"	0	0	0	19	0	67	0	0	0	32	0	0	0	76	0	57	21	0	0	2676	191	0	0	0	0	0	226	0	0	93	0	59	77	0	41	0	63	0	0	0	0	0
"ASV_185"	0	0	0	103	148	0	179	0	374	116	87	36	326	217	0	0	0	0	0	0	0	0	0	0	0	0	40	228	0	175	378	14	159	247	172	25	535	80	0	0	0	0
"ASV_186"	0	0	0	19	0	0	0	0	62	14	0	0	0	22	0	39	92	0	0	0	0	0	0	0	29	0	290	666	169	464	91	0	169	284	133	0	176	686	117	0	41	74
"ASV_187"	0	0	0	135	0	0	0	0	0	114	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	1138	868	784	498
"ASV_188"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145	859	970	621
"ASV_189"	0	0	237	350	515	238	416	71	375	363	361	0	394	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_190"	0	0	19	0	69	0	189	0	117	46	68	0	118	52	0	0	0	0	0	0	0	0	0	0	0	0	435	415	420	321	132	21	167	134	82	0	313	397	0	0	0	0
"ASV_191"	0	0	64	0	0	0	135	0	73	62	0	0	28	0	0	0	0	0	0	0	0	0	0	0	58	0	522	601	44	415	237	0	55	224	173	16	350	399	0	0	0	0
"ASV_192"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1574	801	486	519
"ASV_193"	0	0	140	92	75	89	136	0	157	81	124	0	63	322	0	0	0	0	0	0	0	0	0	0	0	0	308	360	0	321	66	0	0	82	242	0	109	586	0	0	0	0
"ASV_194"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	29	0	914	456	0	194	257	563	56	750	85	0	0	0	0
"ASV_195"	0	0	0	0	51	0	16	0	49	0	0	0	0	0	225	221	383	697	443	0	110	0	0	25	288	296	23	0	424	32	0	0	0	19	0	0	0	33	0	0	0	0
"ASV_196"	0	0	124	0	137	0	174	27	84	142	0	0	123	16	0	0	0	0	0	0	0	0	0	0	6	0	168	514	0	261	192	0	85	88	0	0	418	745	0	0	0	0
"ASV_197"	0	0	211	236	95	453	196	12	252	140	163	0	498	456	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	100	136	0	11	58	35	0	114	0	0	76	0	0
"ASV_198"	0	0	144	202	411	262	357	36	659	323	310	17	237	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
"ASV_199"	0	0	127	329	377	428	372	57	265	233	345	36	330	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
"ASV_200"	0	0	0	0	0	0	79	0	0	114	17	0	0	0	0	32	0	0	0	0	0	0	0	0	138	52	181	218	0	171	141	0	175	198	52	0	160	237	331	508	185	239
"ASV_201"	0	0	177	195	238	205	339	39	349	303	161	47	406	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	100	212	0	0	171	43	0	0	0	0
"ASV_202"	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	563	595	481	153	0	0	191	188	0	335	177	0	0	0	0
"ASV_203"	0	0	91	23	95	2	178	20	105	60	172	30	171	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	274	15	716	752	69	32	218	0	0	0	0	0
"ASV_204"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	0	0	0	0	0	0	0	1634	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_205"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1068	842	751	494
"ASV_206"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091	585	839	636
"ASV_207"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1183	692	807	464
"ASV_208"	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	289	0	234	386	97	229	571	142	0	731	336	27	0	0	23
"ASV_209"	0	0	21	8	43	41	36	8	48	11	35	0	0	62	217	166	99	542	452	13	101	170	74	26	148	410	27	0	0	75	56	0	42	56	0	0	85	47	0	0	0	0
"ASV_210"	0	0	31	52	0	0	244	38	176	56	129	19	119	94	0	0	0	0	0	0	0	0	0	0	0	0	114	327	0	377	147	0	104	115	69	33	305	546	0	0	0	0
"ASV_211"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	560	1169	316	0	0	0	0	41	0	414	278	0	0	0	0
"ASV_212"	0	0	0	37	68	0	40	0	12	0	61	0	151	6	0	0	0	0	0	0	0	0	0	0	0	0	0	64	18	156	489	38	257	555	104	55	801	172	0	0	0	0
"ASV_213"	0	0	102	549	518	67	250	0	284	227	211	61	454	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_214"	0	0	139	0	57	118	76	0	205	101	121	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	99	38	290	202	202	0	1177	0	0	0	0	0
"ASV_215"	0	0	99	0	59	0	251	204	1147	896	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_216"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	46	0	0	0	0	0	15	0	0	0	0	0	16	0	6	0	0	0	0	0	0	0	55	703	228	997	961
"ASV_217"	0	0	0	0	0	0	0	0	14	10	39	0	0	0	0	15	0	0	0	0	8	0	0	0	0	0	14	392	0	1084	119	18	61	143	345	20	277	468	0	0	0	0
"ASV_218"	0	0	20	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	202	489	0	450	967	133	27	524	145	0	0	0	0
"ASV_219"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1050	705	524	713
"ASV_220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	58	24	206	350	0	319	413	0	132	338	155	0	625	321	0	0	0	0
"ASV_221"	0	2	151	279	272	0	403	0	184	478	396	0	374	338	0	9	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	61	0	0	0	0	0	0	0	0
"ASV_222"	0	0	0	121	107	155	295	0	193	161	263	26	90	0	0	0	0	0	0	0	0	0	0	0	0	0	286	124	60	175	158	0	0	83	79	0	312	254	0	0	0	0
"ASV_223"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	201	194	845	348	0	76	184	0	0	249	346	66	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	1364	362	89	141	0	28	40	0	17	370	87	52	0	0	18	35	0	40	60	18	0	77	0	0	0	0	0
"ASV_225"	0	0	142	188	147	140	236	0	147	104	170	0	399	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	169	0	117	327	55	0	345	0	0	0	0	0
"ASV_226"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	808	673	668	588
"ASV_227"	0	0	485	201	249	260	75	31	76	0	85	19	203	261	0	0	0	20	0	0	0	0	0	0	0	0	231	0	239	26	0	0	0	0	418	0	0	0	0	0	0	0
"ASV_228"	0	0	68	263	231	34	468	60	592	247	276	35	310	246	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"ASV_229"	0	0	0	52	0	88	87	0	72	40	30	0	203	110	0	0	0	0	0	0	0	0	0	0	0	0	327	496	530	229	55	0	0	0	83	0	238	212	0	0	0	0
"ASV_230"	0	0	329	239	289	310	214	19	172	63	183	0	317	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	69	0	0	0	30	7	0	0	0	0
"ASV_231"	0	0	218	240	378	172	165	60	211	164	371	34	66	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	157	64	0	0	84	102	0	0	0	0
"ASV_232"	0	0	663	135	337	112	137	33	113	122	84	27	290	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	66	110	16	0	100	18	47	0	0	0
"ASV_233"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	459	864	714
"ASV_234"	0	0	107	0	25	29	199	20	238	0	78	0	23	165	0	0	0	0	0	0	0	0	0	0	0	0	177	284	0	494	86	28	91	101	142	20	260	217	0	0	0	0
"ASV_235"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	518	291	148	161	0	98	0	0	39	484	90	121	0	0	172	133	56	0	0	0	0	269	151	0	0	0	0
"ASV_236"	0	0	0	0	103	0	219	56	207	267	91	0	0	0	16	96	26	0	0	0	0	0	0	0	0	0	103	524	89	273	0	0	0	0	125	0	362	192	0	0	0	0
"ASV_237"	0	0	0	0	0	0	60	14	0	0	20	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	41	0	1170	168	0	45	106	443	28	405	219	0	0	0	0
"ASV_238"	0	0	79	217	271	295	274	62	467	223	298	35	129	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	12	0	0	0	0	0	0
"ASV_239"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	350	72	269	238	0	0	255	93	0	612	303	0	0	0	0
"ASV_240"	0	0	0	120	23	87	28	27	65	53	57	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	119	284	197	299	110	0	80	81	142	0	320	319	90	37	37	101
"ASV_241"	0	0	368	102	435	123	261	30	204	207	312	14	359	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	51	0	0	0	0	0
"ASV_242"	0	0	235	147	178	235	266	44	318	356	258	0	197	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	105
"ASV_243"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	349	635	263	429	146	0	0	77	212	0	236	328	0	0	0	0
"ASV_244"	0	0	0	270	65	0	305	16	185	123	172	25	0	57	0	0	0	0	0	0	0	0	0	0	0	0	193	65	0	126	172	0	0	107	173	0	479	53	14	51	18	8
"ASV_245"	0	0	153	195	212	83	248	0	156	140	171	0	206	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	74	0	0	56	0	224	109	100	178
"ASV_246"	0	0	278	182	138	315	140	0	153	400	144	23	234	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	133
"ASV_247"	0	0	0	0	73	0	0	0	0	0	0	0	0	0	313	196	92	624	335	0	109	201	91	0	141	325	0	38	0	0	0	0	0	0	0	0	67	0	0	0	0	0
"ASV_248"	0	0	0	0	0	33	10	0	31	5	0	24	0	0	52	209	71	0	0	0	37	0	0	0	103	144	0	0	0	0	0	1330	0	0	0	0	0	0	0	68	420	51
"ASV_249"	0	0	46	65	0	40	23	0	0	23	15	0	0	93	137	181	125	510	187	0	98	114	0	0	128	199	32	106	280	40	9	0	0	66	0	0	0	47	0	0	11	0
"ASV_250"	0	0	320	163	257	92	270	57	281	309	229	33	180	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV_251"	0	0	52	145	75	0	298	36	255	149	97	0	170	129	0	0	0	0	0	0	0	0	0	0	0	0	102	171	78	208	110	0	51	138	60	0	165	54	0	0	0	0
"ASV_252"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	291	104	347	130	0	0	142	112	0	276	330	0	0	0	0
"ASV_253"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1145	853	213	284
"ASV_254"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0
"ASV_255"	0	0	0	94	28	0	178	0	311	281	254	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	113	95	0	0	294	0	154	415	44	0	143	0	0	0	0	0
"ASV_256"	0	0	0	205	174	0	556	0	290	479	273	0	198	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	76	0	0	0	115	0	0	0	0
"ASV_257"	0	0	0	0	0	0	0	0	0	49	0	0	31	0	9	0	85	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	120	0	92	0	0	0	941	521	331	286
"ASV_258"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	393	415	911
"ASV_259"	0	0	75	0	0	87	63	0	53	33	0	0	0	95	197	182	249	239	201	8	126	118	0	56	184	223	0	72	23	72	15	0	38	30	0	0	26	0	0	0	0	0
"ASV_260"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	460	58	445	113	0	9	165	199	0	357	419	0	0	0	0
"ASV_261"	0	0	160	247	364	0	298	85	235	196	239	0	433	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	22	0	0	0	0	0
